id,datetime,Gravimetric_Mode_Selected,Water_Dosing_Sec_Mode,Return_Sand_Set_Kgs,Return_Sand_Act_Kgs,New_Sand_Set_kgs,New_Sand_Act_Kgs,Bentonite_Set_Kgs,Bentonite_Act_Kgs,Coal_Dust_Set_Kgs,Coal_Dust_Act_Kgs,Fine_Dust_Set_Kgs,Fine_Dust_Act_Kgs,Water_Dosing_Set_Litre,Water_Dosing_Act_Litre
25218,"2025-05-12 07:01:25",1,1,0,0,0,0,0,0,0,0,0,0,0,0
25219,"2025-05-12 07:03:25",1,1,0,0,0,0,0,0,0,0,0,0,0,0
25220,"2025-05-12 07:05:25",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25221,"2025-05-12 07:07:25",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25222,"2025-05-12 07:09:25",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25223,"2025-05-12 07:11:26",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25224,"2025-05-12 07:13:26",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25225,"2025-05-12 07:15:26",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25226,"2025-05-12 07:17:26",1,1,1400,837.31,0,0,5,4.69,0,0,0,0,0,0
25227,"2025-05-12 07:19:26",1,1,1400,127.28,0,0,5,2.48,0,0,0,0,0,0
25228,"2025-05-12 07:21:26",1,1,1400,117.17,0,0,5,4.1,0,0,0,0,0,0
25229,"2025-05-12 07:23:26",1,1,1400,115.17,0,0,5,4.89,0,-0.2,0,0,0,0
25230,"2025-05-12 07:25:26",1,1,1400,115.17,0,0,5,4.89,0,-0.2,0,0,0,0
25231,"2025-05-12 07:27:27",1,1,1400,113.16,0,0,5,4.89,0,-0.2,0,0,0,0
25232,"2025-05-12 07:29:27",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25233,"2025-05-12 07:31:27",1,1,1400,1419.61,0,0,5,3.88,0,0,0,0,0,0
25234,"2025-05-12 07:33:27",1,1,1400,423.43,0,0,5,3.07,0,0,0,0,0,0
25235,"2025-05-12 07:35:27",1,1,1400,1426.62,0,-1,5,5.28,0,0,0,0,0,0
25236,"2025-05-12 07:37:27",1,1,1400,1422.61,0,0,5,3.88,0,0,0,0,0,0
25237,"2025-05-12 07:39:27",1,1,1400,1335.21,0,0,5,3.47,0,0,0,0,0,0
25238,"2025-05-12 07:41:28",1,1,1400,425.25,0,0,5,2.07,0,0,0,0,0,0
25239,"2025-05-12 07:43:28",1,1,1400,1426.53,0,0,5,4.88,0,0,0,0,0,0
25240,"2025-05-12 07:45:28",1,1,1400,1425.53,0,0,5,3.07,0,0,0,0,0,0
25241,"2025-05-12 07:47:28",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25242,"2025-05-12 07:49:28",1,1,1400,1426.8,0,-0.27,5,4.87,0,0,0,0,0,0
25243,"2025-05-12 07:51:28",1,1,1400,1426.8,0,-0.27,5,5.08,0,0,0,0,0,0
25244,"2025-05-12 07:53:29",1,1,1400,1422.52,0,0,5,2.87,0,0,0,0,0,0
25245,"2025-05-12 07:55:29",1,1,1400,201.29,0,0,5,0.46,0,0,0,0,0,0
25246,"2025-05-12 07:57:29",1,1,1400,1423.53,0,0,5,3.87,0,0,0,0,0,0
25247,"2025-05-12 07:59:29",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25248,"2025-05-12 08:01:29",1,1,1400,1427.44,0,-1,5,3.06,0,0,0,0,0,0
25249,"2025-05-12 08:03:29",1,1,1400,1427.44,0,-1,5,2.86,0,0,0,0,0,0
25250,"2025-05-12 08:05:29",1,1,1400,1427.44,0,-1,5,4.06,0,0,0,0,0,0
25251,"2025-05-12 08:07:30",1,1,1400,1427.44,0,-1,5,4.87,0,0,0,0,0,0
25252,"2025-05-12 08:09:30",1,1,1400,1421.43,0,-1,5,1.25,0,0,0,0,0,0
25253,"2025-05-12 08:11:30",1,1,1400,1421.43,0,-1,5,3.06,0,0,0,0,0,0
25254,"2025-05-12 08:13:30",1,1,1400,1421.43,0,-1,5,4.06,0,0,0,0,0,0
25255,"2025-05-12 08:15:30",1,1,1400,1421.43,0,-1,5,4.46,0,0,0,0,0,0
25256,"2025-05-12 08:17:30",1,1,1400,1418.34,0,0,5,1.05,0,0,0,0,0,0
25257,"2025-05-12 08:19:30",1,1,1400,1422.34,0,0.09,5,3.06,0,0,0,0,0,0
25258,"2025-05-12 08:21:31",1,1,1400,1422.34,0,0.09,5,4.06,0,0,0,0,0,0
25259,"2025-05-12 08:23:31",1,1,1400,527.68,0,0,5,1.84,0,0,0,0,0,0
25260,"2025-05-12 08:25:31",1,1,1400,1422.34,0,1,5,4.86,0,0,0,0,0,0
25261,"2025-05-12 08:27:31",1,1,1400,1421.34,0,0,5,2.86,0,0,0,0,0,0
25262,"2025-05-12 08:29:31",1,1,1400,1421.34,0,0,5,4.86,0,0,0,0,0,0
25263,"2025-05-12 08:31:31",1,1,1400,1424.34,0,0,5,2.65,0,0,0,0,0,0
25264,"2025-05-12 08:33:31",1,1,1400,1424.34,0,0,5,5.06,0,-0.01,0,0,0,0
25265,"2025-05-12 08:35:32",1,1,1400,1422.34,0,-1,5,2.65,0,0,0,0,0,0
25266,"2025-05-12 08:37:32",1,1,1400,570.74,0,0,5,0.05,0,0,0,0,0,0
25267,"2025-05-12 08:39:32",1,1,1400,1424.34,0,0,5,0.05,0,0,0,0,0,0
25268,"2025-05-12 08:41:32",1,1,1400,1424.34,0,0,5,0.05,0,0,0,0,0,0
25269,"2025-05-12 08:43:32",1,1,1400,1419.34,0,0,5,2.05,0,0,0,0,0,0
25270,"2025-05-12 08:45:32",1,1,1400,1419.34,0,0,5,4.26,0,0,0,0,0,0
25271,"2025-05-12 08:47:32",1,1,1400,1004.64,0,0,5,1.84,0,0,0,0,0,0
25272,"2025-05-12 08:49:33",1,1,1400,1417.33,0,0,5,4.06,0,0,0,0,0,0
25273,"2025-05-12 08:51:33",1,1,1400,1420.34,0,0,5,5.66,0,-0.2,0,0.2,0,0
25274,"2025-05-12 08:53:33",1,1,1400,1420.34,0,-0.18,5,5.66,0,-0.2,0,0.2,0,0
25275,"2025-05-12 08:55:33",1,1,1400,1285.78,0,0,5,5.26,0,-0.6,0,0.6,0,0
25276,"2025-05-12 08:57:33",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25277,"2025-05-12 08:59:33",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25278,"2025-05-12 09:01:33",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25279,"2025-05-12 09:03:34",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25280,"2025-05-12 09:05:34",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25281,"2025-05-12 09:07:34",1,1,1400,1424.25,0,-0.91,5,5.26,0,-0.6,0,0.6,0,0
25282,"2025-05-12 09:09:34",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25283,"2025-05-12 09:11:34",1,1,1400,1418.24,0,0,5,4.85,0,0,0,0,0,0
25284,"2025-05-12 09:13:34",1,1,1400,1348.96,0,0,5,4.24,0,0,0,0,0,0
25285,"2025-05-12 09:15:34",1,1,1400,426.17,0,0,5,1.64,0,0,0,0,0,0
25286,"2025-05-12 09:17:35",1,1,1400,1424.25,0,0,5,5.05,0,-0.4,0,0.19,0,0
25287,"2025-05-12 09:19:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25288,"2025-05-12 09:21:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25289,"2025-05-12 09:23:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25290,"2025-05-12 09:25:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25291,"2025-05-12 09:27:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25292,"2025-05-12 09:29:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25293,"2025-05-12 09:31:35",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25294,"2025-05-12 09:33:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25295,"2025-05-12 09:35:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25296,"2025-05-12 09:37:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25297,"2025-05-12 09:39:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25298,"2025-05-12 09:41:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25299,"2025-05-12 09:43:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25300,"2025-05-12 09:45:36",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25301,"2025-05-12 09:47:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25302,"2025-05-12 09:49:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25303,"2025-05-12 09:51:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25304,"2025-05-12 09:53:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25305,"2025-05-12 09:55:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25306,"2025-05-12 09:57:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25307,"2025-05-12 09:59:37",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25308,"2025-05-12 10:01:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25309,"2025-05-12 10:03:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25310,"2025-05-12 10:05:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25311,"2025-05-12 10:07:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25312,"2025-05-12 10:09:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25313,"2025-05-12 10:11:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25314,"2025-05-12 10:13:38",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25315,"2025-05-12 10:15:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25316,"2025-05-12 10:17:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25317,"2025-05-12 10:19:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25318,"2025-05-12 10:21:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25319,"2025-05-12 10:23:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25320,"2025-05-12 10:25:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25321,"2025-05-12 10:27:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25322,"2025-05-12 10:29:39",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25323,"2025-05-12 10:31:40",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25324,"2025-05-12 10:33:40",1,1,1400,1421.89,0,-0.64,5,4.85,0,-0.19,0,0,0,0
25325,"2025-05-12 10:35:40",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25326,"2025-05-12 10:37:40",1,1,1400,1420.34,0,0,5,4.86,0,-0.4,0,0.2,0,0
25327,"2025-05-12 10:39:40",1,1,1400,1423.34,0,-1,5,4.86,0,0.01,0,-0.2,0,0
25328,"2025-05-12 10:41:40",1,1,1400,1423.34,0,-1,5,4.86,0,0.01,0,-0.2,0,0
25329,"2025-05-12 10:43:40",1,1,1400,1423.34,0,-1,5,4.86,0,0.01,0,-0.2,0,0
25330,"2025-05-12 10:45:40",1,1,1400,632.37,0,0,5,2.05,0,0,0,0,0,0
25331,"2025-05-12 10:47:41",1,1,1400,1423.07,0,0.27,5,4.86,0,0.01,0,-0.2,0,0
25332,"2025-05-12 10:49:41",1,1,1400,1420.34,0,-1,5,4.86,0,0,0,0,0,0
25333,"2025-05-12 10:51:41",1,1,1400,1279.86,0,0,5,4.06,0,0,0,0,0,0
25334,"2025-05-12 10:53:41",1,1,1400,1422.34,0,-1,5,5.06,0,-0.4,0,0.2,0,0
25335,"2025-05-12 10:55:41",1,1,1400,1422.34,0,-1,5,5.06,0,-0.4,0,0.2,0,0
25336,"2025-05-12 10:57:41",1,1,1400,1424.34,0,-1,5,4.67,0,0,0,0,0,0
25337,"2025-05-12 10:59:41",1,1,1400,1424.34,0,0,5,4.67,0,0,0,0,0,0
25338,"2025-05-12 11:01:41",1,1,1400,1424.34,0,0,5,4.67,0,0,0,0,0,0
25339,"2025-05-12 11:03:42",1,1,1400,1424.34,0,0,5,4.67,0,0,0,0,0,0
25340,"2025-05-12 11:05:42",1,1,1400,1425.35,0,0,5,4.86,0,-0.4,0,0.2,0,0
25341,"2025-05-12 11:07:42",1,1,1400,1425.35,0,0,5,4.86,0,-0.4,0,0.2,0,0
25342,"2025-05-12 11:09:42",1,1,1400,1425.35,0,0,5,4.86,0,-0.4,0,0.2,0,0
25343,"2025-05-12 11:11:42",1,1,1400,1426.35,0,0,5,5.27,0,-0.41,0,0.01,0,0
25344,"2025-05-12 11:13:42",1,1,1400,1425.35,0,-1,5,5.06,0,-0.2,0,0.2,0,0
25345,"2025-05-12 11:15:43",1,1,1400,722.51,0,0,5,4.06,0,0,0,0,0,0
25346,"2025-05-12 11:17:43",1,1,1400,1423.34,0,0,5,5.06,0,-0.19,0,-0.01,0,0
25347,"2025-05-12 11:19:43",1,1,1400,1419.34,0,0,5,4.86,0,-0.19,0,0,0,0
25348,"2025-05-12 11:21:43",1,1,1400,1419.34,0,0,5,4.86,0,-0.19,0,0,0,0
25349,"2025-05-12 11:23:43",1,1,1400,1420.34,0,0,5,4.46,0,0,0,0,0,0
25350,"2025-05-12 11:25:43",1,1,1400,1418.34,0,1,5,4.86,0,-0.19,0,0.19,0,0
25351,"2025-05-12 11:27:43",1,1,1400,1418.34,0,1,5,4.86,0,-0.19,0,0.19,0,0
25352,"2025-05-12 11:29:43",1,1,1400,1421.34,0,0,5,4.86,0,0,0,-0.14,0,0
25353,"2025-05-12 11:31:44",1,1,1400,1422.34,0,0,5,5.06,0,-0.4,0,0.19,0,0
25354,"2025-05-12 11:33:44",1,1,1400,1420.34,0,0,5,5.27,0,-0.6,0,0.19,0,0
25355,"2025-05-12 11:35:44",1,1,1400,1423.34,0,0,5,4.86,0,0,0,0,0,0
25356,"2025-05-12 11:37:44",1,1,1400,1208.49,0,0,5,4.46,0,0,0,0,0,0
25357,"2025-05-12 11:39:44",1,1,1400,1419.34,0,0,5,5.06,0,-0.4,0,0.19,0,0
25358,"2025-05-12 11:41:44",1,1,1400,981.34,0,0,5,4.26,0,0,0,0,0,0
25359,"2025-05-12 11:43:44",1,1,1400,629.1,0,0,5,3.46,0,0,0,0,0,0
25360,"2025-05-12 11:45:44",1,1,1400,1421.34,0,0,5,4.67,0,0,0,0,0,0
25361,"2025-05-12 11:47:44",1,1,1400,1421.34,0,0,5,4.67,0,0,0,0,0,0
25362,"2025-05-12 11:49:45",1,1,1400,1419.34,0,0,5,5.06,0,-0.25,0,-0.15,0,0
25363,"2025-05-12 11:51:45",1,1,1400,1419.34,0,0,5,5.06,0,-0.25,0,-0.15,0,0
25364,"2025-05-12 11:53:45",1,1,1400,1420.34,0,0,5,4.86,0,-0.19,0,0,0,0
25365,"2025-05-12 11:55:45",1,1,1400,1420.34,0,0,5,4.86,0,-0.19,0,0,0,0
25366,"2025-05-12 11:57:45",1,1,1400,1420.34,0,0,5,4.86,0,-0.19,0,0,0,0
25367,"2025-05-12 11:59:45",1,1,1400,1425.35,0,-1,5,4.86,0,0,0,0,0,0
25368,"2025-05-12 12:01:45",1,1,1400,1424.34,0,0,5,4.86,0,0,0,0,0,0
25369,"2025-05-12 12:03:45",1,1,1400,1422.34,0,0,5,4.86,0,-0.4,0,0.2,0,0
25370,"2025-05-12 12:05:45",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25371,"2025-05-12 12:07:46",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25372,"2025-05-12 12:09:46",1,1,1400,1424.34,0,0,5,4.86,0,-0.19,0,0,0,0
25373,"2025-05-12 12:11:46",1,1,1400,1425.35,0,-1,5,5.06,0,-0.4,0,0.19,0,0
25374,"2025-05-12 12:13:46",1,1,1400,1425.35,0,-1,5,5.06,0,-0.4,0,0.19,0,0
25375,"2025-05-12 12:15:46",1,1,1400,1425.35,0,-1,5,5.06,0,-0.4,0,0.19,0,0
25376,"2025-05-12 12:17:46",1,1,1400,1425.35,0,-1,5,5.06,0,-0.4,0,0.19,0,0
25377,"2025-05-12 12:19:46",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25378,"2025-05-12 12:21:47",1,1,1400,1418.24,0,0,5,4.86,0,-0.4,0,0.2,0,0
25379,"2025-05-12 12:23:47",1,1,1400,1418.24,0,0,5,4.86,0,0,0,0,0,0
25380,"2025-05-12 12:25:47",1,1,1400,1423.34,0,0,5,4.86,0,0,0,0,0,0
25381,"2025-05-12 12:27:47",1,1,1400,237.44,0,0,5,2.65,0,0,0,0,0,0
25382,"2025-05-12 12:29:47",1,1,1400,1424.25,0,1.09,5,4.67,0,0,0,0,0,0
25383,"2025-05-12 12:31:47",1,1,1400,1424.25,0,0.09,5,4.86,0,-0.4,0,0.2,0,0
25384,"2025-05-12 12:33:47",1,1,1400,635.11,0,0,5,3.66,0,0,0,0,0,0
25385,"2025-05-12 12:35:48",1,1,1400,1423.34,0,-1,5,5.06,0,-0.6,0,0.19,0,0
25386,"2025-05-12 12:37:48",1,1,1400,1424.25,0,0,5,4.86,0,-0.4,0,0.19,0,0
25387,"2025-05-12 12:39:48",1,1,1400,908.23,0,0,5,3.86,0,0,0,0,0,0
25388,"2025-05-12 12:41:48",1,1,1400,1421.25,0,0,5,4.86,0,-0.2,0,0,0,0
25389,"2025-05-12 12:43:48",1,1,1400,1421.25,0,0,5,4.86,0,-0.2,0,0,0,0
25390,"2025-05-12 12:45:48",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25391,"2025-05-12 12:47:48",1,1,1400,1420.25,0,1,5,5.06,0,-0.41,0,0.2,0,0
25392,"2025-05-12 12:49:49",1,1,1400,1425.25,0,0,5,4.86,0,-0.2,0,0,0,0
25393,"2025-05-12 12:51:49",1,1,1400,1212.49,0,0,5,5.06,0,-0.41,0,0,0,0
25394,"2025-05-12 12:53:49",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25395,"2025-05-12 12:55:49",1,1,1400,1425.25,0,0,5,5.06,0,-0.41,0,0.2,0,0
25396,"2025-05-12 12:57:49",1,1,1400,1419.25,0,0,5,5.06,0,-0.41,0,0.2,0,0
25397,"2025-05-12 12:59:49",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25398,"2025-05-12 13:01:49",1,1,1400,1426.35,0,-0.09,5,5.06,0,-0.41,0,0,0,0
25399,"2025-05-12 13:03:50",1,1,1400,1422.25,0,-0.27,5,5.06,0,-0.41,0,0.41,0,0
25400,"2025-05-12 13:05:50",1,1,1400,1150.22,0,0,5,4.86,0,-0.2,0,0,0,0
25401,"2025-05-12 13:07:50",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25402,"2025-05-12 13:09:50",1,1,1400,1424.25,0,0,5,5.06,0,-0.28,0,0.08,0,0
25403,"2025-05-12 13:11:50",1,1,1400,1085.58,0,0,5,5.26,0,-0.4,0,0,0,0
25404,"2025-05-12 13:13:50",1,1,1400,99.78,0,0,5,4.06,0,0,0,0,0,0
25405,"2025-05-12 13:15:50",1,1,1400,1432.27,0,-1,5,4.86,0,0,0,0,0,0
25406,"2025-05-12 13:17:50",1,1,1400,1432.27,0,-1,5,4.86,0,0,0,0,0,0
25407,"2025-05-12 13:19:51",1,1,1400,1432.27,0,-1,5,4.86,0,0,0,0,0,0
25408,"2025-05-12 13:21:51",1,1,1400,1029.68,0,0,5,4.86,0,0,0,0,0,0
25409,"2025-05-12 13:23:51",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25410,"2025-05-12 13:25:51",1,1,1400,1423.25,0,0,5,5.05,0,-0.4,0,0.2,0,0
25411,"2025-05-12 13:27:51",1,1,1400,1423.25,0,0,5,5.05,0,-0.4,0,0.2,0,0
25412,"2025-05-12 13:29:51",1,1,1400,1423.25,0,0,5,5.05,0,-0.4,0,0.2,0,0
25413,"2025-05-12 13:31:51",1,1,1400,1333.85,0,0,5,5.05,0,-0.4,0,0.2,0,0
25414,"2025-05-12 13:33:52",1,1,1400,409.05,0,0,5,4.45,0,0,0,0,0,0
25415,"2025-05-12 13:35:52",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25416,"2025-05-12 13:37:52",1,1,1400,1421.25,0,0,5,5.05,0,-0.4,0,0.2,0,0
25417,"2025-05-12 13:39:52",1,1,1400,1421.25,0,0,5,5.05,0,-0.4,0,0.2,0,0
25418,"2025-05-12 13:41:52",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25419,"2025-05-12 13:43:52",1,1,1400,1422.25,0,0,5,4.86,0,0,0,-0.2,0,0
25420,"2025-05-12 13:45:52",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25421,"2025-05-12 13:47:53",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25422,"2025-05-12 13:49:53",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25423,"2025-05-12 13:51:53",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25424,"2025-05-12 13:53:53",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25425,"2025-05-12 13:55:53",1,1,1400,1426.26,0,-1,5,5.05,0,-0.38,0,0.38,0,0
25426,"2025-05-12 13:57:53",1,1,1400,1422.25,0,-1,5,5.05,0,-0.4,0,0.2,0,0
25427,"2025-05-12 13:59:53",1,1,1400,1422.25,0,-1,5,5.05,0,-0.4,0,0.2,0,0
25428,"2025-05-12 14:01:53",1,1,1400,1422.25,0,-1,5,5.05,0,-0.4,0,0.2,0,0
25429,"2025-05-12 14:03:54",1,1,1400,1422.25,0,-1,5,5.05,0,-0.4,0,0.2,0,0
25430,"2025-05-12 14:05:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0,0,0
25431,"2025-05-12 14:07:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25432,"2025-05-12 14:09:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25433,"2025-05-12 14:11:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25434,"2025-05-12 14:13:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25435,"2025-05-12 14:15:54",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25436,"2025-05-12 14:17:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25437,"2025-05-12 14:19:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25438,"2025-05-12 14:21:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25439,"2025-05-12 14:23:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25440,"2025-05-12 14:25:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25441,"2025-05-12 14:27:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25442,"2025-05-12 14:29:55",1,1,1400,1421.25,0,-1,5,5.05,0,-0.4,0,0.19,0,0
25443,"2025-05-12 14:31:55",1,1,1400,1421.16,0,0,5,4.45,0,0,0,0,0,0
25444,"2025-05-12 14:33:56",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25445,"2025-05-12 14:35:56",1,1,1400,1422.16,0,0,5,4.85,0,-0.4,0,0,0,0
25446,"2025-05-12 14:37:56",1,1,1400,1419.16,0,0,5,5.04,0,-0.19,0,0,0,0
25447,"2025-05-12 14:39:56",1,1,1400,885.01,0,0,5,3.64,0,0,0,0,0,0
25448,"2025-05-12 14:41:56",1,1,1400,1425.16,0,0,5,5.04,0,-0.19,0,0,0,0
25449,"2025-05-12 14:43:56",1,1,1400,1422.16,0,-1,5,4.85,0,-0.2,0,0.2,0,0
25450,"2025-05-12 14:45:56",1,1,1400,1422.16,0,0,5,4.85,0,0,0,0,0,0
25451,"2025-05-12 14:47:57",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25452,"2025-05-12 14:49:57",1,1,1400,1422.16,0,0,5,4.84,0,-0.19,0,0,0,0
25453,"2025-05-12 14:51:57",1,1,1400,721.32,0,0,5,3.85,0,0,0,0,0,0
25454,"2025-05-12 14:53:57",1,1,1400,1422.16,0,-1,5,4.84,0,-0.19,0,0.19,0,0
25455,"2025-05-12 14:55:57",1,1,1400,1420.16,0,0,5,4.84,0,-0.4,0,0,0,0
25456,"2025-05-12 14:57:57",1,1,1400,333.12,0,0,5,3.44,0,0,0,0,0,0
25457,"2025-05-12 14:59:57",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25458,"2025-05-12 15:01:58",1,1,1400,1422.16,0,0,5,5.04,0,-0.6,0,0.4,0,0
25459,"2025-05-12 15:03:58",1,1,1400,1425.16,0,-1.09,5,5.04,0,-0.4,0,0,0,0
25460,"2025-05-12 15:05:58",1,1,1400,1369.9,0,0,5,5.04,0,0,0,0,0,0
25461,"2025-05-12 15:07:58",1,1,1400,1031.59,0,0,5,5.04,0,0,0,0,0,0
25462,"2025-05-12 15:09:58",1,1,1400,1421.16,0,-0.82,5,5.04,0,-0.4,0,0.19,0,0
25463,"2025-05-12 15:11:58",1,1,1400,1422.16,0,0,5,5.04,0,-0.4,0,0.19,0,0
25464,"2025-05-12 15:13:58",1,1,1400,784.5,0,0,5,5.04,0,0,0,0,0,0
25465,"2025-05-12 15:15:58",1,1,1400,441.1,0,0,5,4.44,0,0,0,0,0,0
25466,"2025-05-12 15:17:58",1,1,1400,0,0,0,5,0,0,0,0,0,0,0
25467,"2025-05-12 15:19:59",1,1,1400,1423.16,0,-1,5,5.25,0,-0.6,0,0.19,0,0
25468,"2025-05-12 15:21:59",1,1,1400,1426.17,0,0,5,5.04,0,-0.4,0,0.19,0,0
25469,"2025-05-12 15:23:59",1,1,1400,1428.17,0,0,5,5.14,0,-0.5,0,0.19,0,0
25470,"2025-05-12 15:25:59",1,1,1400,1231.43,0,0,5,5.04,0,-0.4,0,0.4,0,0
25471,"2025-05-12 15:27:59",1,1,1400,799.62,0,0,5,5.04,0,-0.4,0,0,0,0
25472,"2025-05-12 15:29:59",1,1,1400,1427.17,0,0,5,5.04,0,-0.4,0,0.19,0,0
25473,"2025-05-12 15:31:59",1,1,1400,1425.16,0,-1.09,5,5.04,0,-0.2,0,0,0,0
